for	O
testing	O
the	O
product	O
builds.	O
·	O
Automated	O
the	O
procedure	O
of	O
validating	O
the	O
Digital	O
Signature	O
files	O
using	O
C#.Net,	O
for	O
each	O
product	O
release	O
which	O
was	O
earlier	O
out	O
of	O
scope	O
and	O
was	O
a	O
source	O
of	O
a	O
large	O
number	O
of	O
bugs.	O
HCL	O
Technologies	O
Ltd	O
Senior	O
Test	O
Engineer/	O
Software	O
Developer	O
Bangalore,	O
India	O
2006-2008	O
Worked	O
as	O
a	O
Software	O
Developer	O
/	O
Senior	O
Test	O
Engineer	O
developing/testing	O
the	O
application	O
devised	O
for	O
Deutche	O
Bank	O
(DB)	O
dealing	O
in	O
FOREX	O
market,	O
money	O
market	O
and	O
derivative	O
market	O
Trained	O
fellow	O
teammates	O
on	O
ORACLE,	O
and	O
JAVA	O
basics	O
and	O
advanced	O
topics.	O
Optimized	O
the	O
SQL	O
and	O
PL/SQL	O
queries	O
for	O
the	O
Development	O
and	O
Production	O
Environment	O
which	O
reduced	O
the	O
delivery	O
time	O
by	O
25%.	O
PROFESSIONAL	O
SKILLS	O
·	O
Languages	O
/	O
Technologies:	O
Java,	O
C,	O
C++,	O
C#.Net,	O
Matlab	O
·	O
Application	O
Servers	O
:	O
IIS	Technology
Application	Technology
Server,	Technology
Apache	Technology
Tomcat,	Technology
Java	Technology
Development	Technology
Server	Technology
·	O
Web	O
and	O
Databases:	O
XHTML,	Technology
ORACLE	Technology
11i,	Technology
MySQL,	Technology
ORACLE	Technology
SQL	Technology
Developer	Technology
·	O
Operating	O
Systems:	O
Windows	O
,	O
MACINTOSH	O
OS	O
X,	O
UNIX/LINUX	O
,	O
SOLARIS	O
·	O
WEB	O
Development:	O
JSP,	O
ASP.Net,	O
HTML,	O
XML,	O
XHTML,	O
PHP,	O
Perl,	O
JavaScript	O
,	O
AJAX	O
·	O
Other	O
Technology:	O
Hadoop	O
MapReduce,	O
HDFS,	O
Amazon	O
AWS.	O
·	O
Other	O
Softwares:	O
MS	O
Office	O
,	O
Eclipse	O
,	O
Netbeans	O

Christof	Name
Meerwald	Name
Kingston	O
Road	O
tel:	O
+44	O
7757	O
188097	O
London,	O
SW19	O
e-mail:	O
cmeerw@cmeerw.org	O
United	O
Kingdom	O
web:	O
http://cmeerw.org	O
Nationality:	O
Austrian	Location
Languages:	O
German,	O
English	O
Profile	O
Experienced	O
developer	O
(and	O
member	O
of	O
the	O
ISO	O
C++	O
Standards	O
Committee)	O
specialising	O
in	O
C++	O
development,	O
backed	O
by	O
a	O
Master’s	O
degree	O
in	O
Computer	O
Science.	O
Versed	O
in	O
several	O
programming	O
languages	O
(C/C++,	O
Python	O
and	O
Java)	O
on	O
Unix	O
and	O
Win32	O
platforms	O
with	O
strong	O
experience	O
in	O
language	O
parsing	O
and	O
static	O
code	O
analysis.	O
Work	O
Experience	O
Senior	Skills
Software	Skills
Developer	Skills
Programming	O
Research	O
Ltd.	O
since	O
3/2010	O
–	O
Quickly	O
became	O
a	O
key	O
member	O
of	O
an	O
elite	O
C++	O
team	O
by	O
building	O
on	O
previous	O
C++	O
compiler	O
imple-	O
mentation	O
experience.	O
key	O
technologies	O
used:	O
test-driven	O
development	O
–	O
Key	O
developer	O
responsible	O
for	O
extending	O
the	O
in-house	O
C++	O
parser	O
to	O
support	O
C++11	O
features:	O
auto	O
type	O
specifier,	O
decltype,	O
scoped	O
and	O
strongly	O
typed	O
enums,	O
inline	O
namespaces,	O
explicitly	O
defaulted	O
and	O
deleted	O
functions,	O
explicit	O
conversion	O
functions,	O
rvalue	O
references,	O
variadic	O
templates,	O
noexcept,	O
alias	O
templates,	O
user-defined	O
literals,	O
inheriting	O
constructors,	O
range-based	O
for	O
loops,	O
lamda	O
expressions	O
(including	O
init	O
captures	O
and	O
generic	O
lambdas),	O
uniform	O
initialization	O
syntax,	O
variable	O
templates,	O
nullptr	O
and	O
unicode	O
character	O
types.	O
Ensuring	O
quality	O
of	O
implementation	O
by	O
testing	O
against	O
the	O
boost	O
library	O
and	O
cross-checking	O
test-cases	O
with	O
gcc,	O
clang	O
and	O
Visual	O
C++.	O
key	O
technologies	O
used:	O
latest	O
C++	O
standard	O
working	O
draft	O
together	O
with	O
the	O
C++	O
core	O
working	O
group	O
issues	O
list	O
–	O
Static	O
code	O
analysis	O
for	O
C++:	O
Implementing	O
new	O
static	O
analysis	O
checks,	O
ongoing	O
maintenance	O
and	O
bug-fixing.	O
–	O
Contributed	O
to	O
the	O
development	O
of	O
coding	O
standards	O
for	O
AUTOSAR	O
and	O
RePhrase.	O
–	O
Mentoring	O
junior	O
developers.	O
Senior	O
Software	O
Engineer	O
Emnico	O
Technologies	O
Ltd./Emnico	O
Services	O
Ltd.	O
1/2008	O
–	O
2/2010	O
–	O
Network	O
management	O
application	O
development	O
–	O
concentrating	O
on	O
SMI	O
parser,	O
SNMP/MIB	O
and	O
na-	O
tive	O
code	O
integration	O
for	O
low-level	O
network	O
and	O
OS	O
access.	O
Designed	O
and	O
implemented	O
a	O
versatile	O
framework	O
to	O
access	O
MIB	O
data	O
by	O
auto-generating	O
database	O
data-access	O
functions	O
from	O
MIB	O
module	O
definitions.	O
key	O
technologies	O
used:	O
Java	O
+	O
JNI,	O
XML	O
+	O
XSLT,	O
SQL,	O
Apache	O
Derby,	O
SNMP,	O
MIB/SMI,	O
low-level	O
network	O
access	O
–	O
Developed	O
an	O
asynchronous	O
TCP/IP	O
communication	O
server.	O
key	O
technologies	O
used:	O
C++,	O
Boost	O
–	O
Support	O
and	O
continuous	O
development	O
of	O
an	O
optical	O
network	O
management	O
(SONET/SDH)	O
system	O
in	O
a	O
Unix	Skills
environment	Skills
(C++	O
on	O
HP-UX	O
and	O
Linux).	O
key	O
technologies	O
used:	O
C++,	O
CMISE,	O
OSI	O
–	O
Linux	O
embedded	O
software	O
development.	O
key	O
technologies	O
used:	O
C/C++,	O
SNMP,	O
Linux,	O
Python-based	O
code	O
generation	O
Senior	O
Software	O
Engineer	O
Alcatel-Lucent	O
(formerly	O
Lucent	O
Technologies)	O
12/2005	O
–	O
12/2007	O
–	O
Worked	O
in	O
a	O
global	O
development	O
team	O
on	O
telecom	O
network	O
management	O
software	O
for	O
optical	O
net-	O
works	O
(SONET/SDH)	O
in	O
a	O
Unix	Skills
environment	Skills
(mostly	O
C++	O
on	O
HP-UX	O
and	O
Linux)	O
with	O
a	O
Oracle	Companies
based	O
database	O
backend.	O
key	O
technologies	O
used:	O
CMISE,	O
OSI,	O
SQL	O
–	O
Low-level	O
architectural	O
work:	O
porting	O
of	O
the	O
low-level	O
networking	O
code	O
from	O
HP-UX	O
to	O
Linux;	O
devel-	O
oped	O
a	O
debugging	O
memory	O
management	O
library	O
to	O
facilitate	O
detecting	O
and	O
tracking	O
down	O
of	O
memory	O
management	O
bugs.	O
key	O
technologies	O
used:	O
low-level	O
networking	O
API	O
on	O
Linux	O
(packet	O
sockets),	O
accessing	O
a	O
program’s	O
call	O
stack,	O
reading	O
ELF/SOM	O
symbol	O
table	O
Software	O
Engineer	O
SBS	O
Software	O
Ges.m.b.H.,	O
Salzburg	O
full	O
time:	O
11/2001	O
–	O
1/2003;	O
2/2004	O
–	O
11/2005	O
part	O
time:	O
10/1996	O
–	O
6/2000;	O
10/2000	O
–	O
10/2001;	O
4/2003	O
–	O
1/2004	O
summer	O
internships:	O
7/1994	O
–	O
8/1994;	O
7/1995	O
–	O
8/1995;	O
7/1996	O
–	O
9/1996	O
–	O
Developed	O
several	O
Java/JNI	O
libraries	O
to	O
access	O
Win32	O
specific	O
APIs:	O
i.a.	O
CEN	O
XFS,	O
shared	O
access	O
to	O
the	O
same	O
RS-232	O
port	O
by	O
multiple	O
processes.	O
key	O
technologies	O
used:	O
Java	O
+	O
JNI,	O
C++,	O
script-based	O
automated	O
code	O
generation,	O
multi-threading,	O
Win32	O
–	O
Worked	O
on	O
a	O
J2EE	O
application	O
for	O
monitoring	O
self-service	O
banking	O
terminals:	O
SNMP	O
integration,	O
database	O
maintenance	O
scripts.	O
key	O
technologies	O
used:	O
Java	O
+	O
J2EE,	O
WebSphere,	O
SNMP,	O
DB2	O
SQL	O
–	O
Prototyped	O
a	O
custom	O
firmware	O
for	O
the	O
Linksys	O
WRT54G	O
to	O
build	O
a	O
cost-efficient,	O
custom	O
security	O
appliance	O
(firewall	O
and	O
VPN).	O
key	O
technologies	O
used:	O
Linux,	O
gcc	O
cross	O
compiler,	O
VPN	O
–	O
Developed	O
a	O
replacement	O
for	O
the	O
standard	O
Windows	O
shell	O
(explorer)	O
for	O
self-service	O
terminals	O
that	O
takes	O
care	O
of	O
starting	O
and	O
monitoring	O
application	O
processes	O
and	O
prevents	O
unauthorized	O
access	O
to	O
the	O
operating	O
system	O
desktop.	O
key	O
technologies	O
used:	O
C++	O
using	O
STL	O
and	O
Boost	O
libraries;	O
Win32	O
API	O
for	O
starting	O
and	O
monitoring	O
processes;	O
COM	O
Automation	O
for	O
inter-process	O
communication	O
and	O
JNI	O
for	O
the	O
Java	O
integration	O
–	O
Linux	O
server	O
and	O
network	O
administration:	O
set	O
up	O
a	O
centralised	O
directory	O
service,	O
firewall	O
and	O
VPN	O
(IPsec,	O
OpenVPN)	O
configuration.	O
key	O
technologies	O
used:	O
Linux,	O
LDAP,	O
Samba	O
–	O
Developed	O
a	O
highly	O
scalable	O
TCP/IP	O
communication	O
server	O
for	O
statement	O
printers.	O
key	O
technologies	O
used:	O
C++	O
using	O
STL	O
and	O
Boost	O
libraries;	O
multithreaded	O
design	O
using	O
Windows	O
NT’s	O
I/O	O
completion	O
ports	O
for	O
high	O
scalability	O
Community	O
Service	O
Lebenshilfe	O
Salzburg,	O
Werkstätte	O
Hallein	O
2/2003	O
–	O
1/2004	O
–	O
As	O
an	O
alternative	O
to	O
Austria’s	O
compulsory	O
military	O
service:	O
working	O
with	O
people	O
with	O
mental	O
or	O
mul-	O
tiple	O
handicaps.	O
Summer	O
Internship	O
AT&T	O
Laboratories	O
Cambridge	O
7/2000	O
–	O
9/2000	O
–	O
Automated	O
and	O
improved	O
the	O
omniORB	O
regression	O
testing	O
suite;	O
developed	O
a	O
black-box	O
CORBA	O
server	O
testing	O
tool	O
in	O
Python,	O
based	O
on	O
annotations	O
in	O
the	O
interface	O
definition	O
(IDL).	O
Linux	O
System	O
Administrator	O
HTBLA	O
Salzburg	O
part	O
time:	O
9/1997	O
–	O
6/2000	O
2	O
Education	O
10/1996	O
–	O
10/2001:	O
University	O
of	O
Salzburg,	O
Department	O
of	O
Computer	O
Science:	O
5-year	O
course	O
in	O
Applied	O
Computer	O
Sciences	O
leading	O
to	O
a	O
Master’s	O
degree	O
(“Dipl.-	O
Ing.”)	O
specialised	O
in	O
distributed	O
systems	O
and	O
wrote	O
Master’s	O
thesis	O
about	O
distributed	O
sim-	O
ulation:	O
“CORBA-based	O
Conservative	O
Distributed	O
Discrete	O
Event	O
Simulation”	O
9/1991	O
–	O
6/1996:	O
HTBLA	O
Salzburg	O
(secondary	O
technical	O
school	O
for	O
electronics/informatics):	O
“Matura”	O
(A-levels)	O
with	O
distinction	O
Independent	O
Coursework	O
–	O
Introduction	O
to	O
Databases	O
-	O
Coursera	O
(Jennifer	O
Widom,	O
Stanford)	O
–	O
Cryptography	O
-	O
Coursera	O
(Dan	O
Boneh,	O
Stanford)	O
–	O
Algorithms:	O
Design	O
and	O
Analysis,	O
Part	O
1	O
-	O
Coursera	O
(Tim	O
Roughgarden,	O
Stanford)	O
–	O
Heterogeneous	O
Parallel	O
Programming	O
-	O
Coursera	O
(Wen-mei	O
W.	O
Hwu,	O
UIUC)	O
–	O
Algorithms:	O
Design	O
and	O
Analysis,	O
Part	O
2	O
-	O
Coursera	O
(Tim	O
Roughgarden,	O
Stanford)	O
–	O
Microeconomics	O
Principles	O
-	O
Coursera	O
(José	O
Vázquez-Cognet,	O
UIUC)	O
–	O
Pattern-Oriented	O
Software	O
Architectures	O
for	O
Concurrent	O
and	O
Networked	O
Software	O
-	O
Coursera	O
(Douglas	O
C.	O
Schmidt,	O
Vanderbilt)	O
Additional	O
Skills	O
–	O
ISO	O
C++	O
Standards	O
Committee	O
Member	O
–	O
Programming	O
in	O
C,	O
C++	O
(including	O
STL	O
and	O
some	O
Boost	O
libraries),	O
Python	O
and	O
Java	O
(incl.	O
JNI)	O
with	O
the	O
ability	O
to	O
quickly	O
understand	O
an	O
already	O
existing,	O
complex	O
code-base.	O
–	O
Development	O
for	O
Linux/POSIX	O
platforms	O
and	O
Win32.	O
–	O
Strong	O
understanding	O
of	O
multithreaded	O
development	O
(i.e.	O
concurrency,	O
race-conditions,	O
contention,	O
thread-local	O
storage)	O
–	O
Contributor	O
to	O
StackOverflow	O
for	O
linux,	O
sockets	O
and	O
multithreading	O
tagged	O
questions.	O
–	O
Working	O
on	O
a	O
socket	O
abstraction	O
library	O
for	O
C++	O
similar	O
to	O
Boost	O
asio,	O
but	O
with	O
better	O
multithreading	O
scalability.	O
–	O
Developed	O
and	O
currently	O
running	O
JabRSS,	O
an	O
RSS	O
(RDF	O
Site	O
Summary)	O
headline	O
notification	O
service	O
for	O
Jabber/XMPP.	O
–	O
Significant	O
contributions	O
to	O
LoquiIM,	O
a	O
multi-protocol	O
instant	O
messaging	O
client	O
written	O
entirely	O
in	O
HTML5	O
and	O
JavaScript.	O
Implemented	O
end-to-end	O
encryption	O
based	O
on	O
the	O
Signal	O
Protocol.	O
–	O
Developed	O
a	O
HTML5-based	O
map	O
application	O
for	O
Firefox	O
OS.	O
–	O
Developed	O
a	O
lightweight	O
SIP	O
forwarding	O
server	O
(stateless	O
SIP	O
proxy)	O
as	O
well	O
as	O
a	O
lightweight	O
exim	O
greylisting	O
server	O
using	O
a	O
SQLite	O
backend.	O
–	O
Past	O
contributor	O
to	O
the	O
Open	O
Watcom	O
C++	O
compiler:	O
major	O
improvements	O
to	O
the	O
C++	O
front-end	O
(i.e.	O
partial	O
template	O
specialization	O
and	O
partial	O
ordering	O
of	O
class	O
templates,	O
template	O
functions,	O
namespace	O
support	O
and	O
general	O
C++	O
standard	O
compliance).	O
–	O
Contributed	O
Linux-specific	O
epoll	O
connection	O
handling	O
code	O
to	O
the	O
Open	O
Source	O
jabberd2	O
XMPP	O
server	O
to	O
improve	O
scalability	O
for	O
high	O
number	O
of	O
concurrent	O
connections.	O
–	O
Open	O
Source	O
advocate	O
familiar	O
with	O
many	O
widely	O
used	O
Open	O
Source	O
licences	O
(and	O
with	O
a	O
good	O
under-	O
standing	O
of	O
the	O
implications	O
of	O
using	O
Open	O
Source	O
software	O
in	O
a	O
commercial	O
environment).	O
–	O
Organising	O
and	O
leading	O
day	O
trips	O
for	O
small	O
groups.	O
A	O
hyperlinked	O
version	O
of	O
this	O
CV	O
is	O
also	O
available	O
at	O
http://cv.cmeerw.org	O
3	O

Kurt	O
Guntheroth	O
1426	O
East	O
Roy	O
Street	O
Seattle,	O
Washington	O
98112	O
(206)	O
669-9474	O
/	O
k	O
urt@guntheroth.com	O
Staff	O
Software	O
Engineer	O
A	O
career	O
technologist	O
with	O
30+	O
years	O
of	O
commercial	O
software	O
design	O
experience	O
covering	O
many	O
full	O
product	O
life-cycles.	O
Special	O
expertise	O
in	O
C++	Technology
development	Skills
,	O
network	Skills
protocols	Skills
,	O
optimization	Skills
,	O
new	O
product	O
concept	O
formation	Skills
,	O
requirements	Skills
analysis	Skills
,	O
software	Skills
development	Skills
methodologies.	O
I	O
am	O
a	O
scientist	Roles
,	O
a	O
craftsman	Roles
,	O
and	O
a	O
mentor	Roles
.	O
Knowledge	O
Keywords	O
Software	O
Development	O
Experience:	O
Windows	Technology
,	O
UNIX/Linux,	O
embedded,	O
database,	O
cross-platform	O
and	O
multi-target	O
development	Skills
.	O
Event-driven,	O
real-time,	O
parallel,	O
multi-threaded,	O
multi-processor.	O
Languages:	O
C++	Technology
(20+	O
years).	O
C	O
(10+	O
years),	O
Java,	O
Javascript,	O
Perl,	O
Python,	O
shell	O
scrips.	O
Databases:	O
Sybase	O
&	O
Microsoft	O
SQL,	O
SAS.	O
Markup	O
Languages:	O
HTML5,	O
XML,	O
JSON.	O
Development	O
Methodologies:	O
Scrum,	O
Agile,	O
traditional,	O
ISO-9000,	O
Test	O
Driven	O
Development,	O
CRC	O
cards,	O
UML.	O
Networking:	O
sockets,	O
WireShark	O
dissectors,	O
ZeroMQ	O
library,	O
RTP	O
and	O
forward	O
error	O
correction,	O
TCP,	O
UDP	O
and	O
multicasting,	O
ICMP	O
raw	O
packets,	O
SNMP,	O
ASN1,	O
H.323,	O
IEEE	O
488.	O
Knowledge	O
Domains:	O
Win32,	O
MFC,	O
TAPI,	O
COM,	O
ODBC,	O
boost,	O
video	O
processing,	O
telecom,	O
security,	O
ssl	O
programming,	O
VoIP,	O
functional	O
test	O
(2	O
U.S.	O
patents),	O
compilers,	O
PLD	O
programming,	O
IEEE-1149	O
&	O
1352.	O
Technology	O
Development	O
Experience:	O
industry	O
standards	O
committees,	O
defect	O
tracking	O
systems,	O
software	O
metrics.	O
Trained	O
in	O
“innovation	O
management”	O
methods;	O
affinity	O
analysis,	O
idea	O
generation,	O
facilitating,	O
Pareto	O
and	O
Ishikawa	O
analysis,	O
Quality	O
Function	O
Deployment	O
(QFD),	O
Total	O
Quality	O
Management	O
(TQM).	O
Education	O
and	O
Training	O
Master	O
of	O
Business	O
Administration,	O
Seattle	O
University,	O
Seattle	O
WA:	O
Program	O
partially	O
completed.	O
Topics	O
included	O
marketing,	O
statistics,	O
operations	O
analysis	O
Master	O
of	O
Science	O
in	O
Computer	O
Science,	O
University	O
of	O
Washington,	O
Seattle	O
WA:	O
Thesis	O
topic	O
was	O
an	O
object-oriented,	O
distributed	O
programming	O
language	O
largely	O
anticipating	O
Java.	O
Special	O
topics	O
included	O
languages,	O
distributed	O
systems,	O
artificial	O
intelligence,	O
networks.	O
Bachelor	O
of	O
Science	O
in	O
Computer	O
Science,	O
University	O
of	O
Washington,	O
Seattle	O
WA:	O
Topics	O
included	O
compilers,	O
operating	O
systems,	O
algorithms,	O
and	O
statistics.	O
Minor	O
in	O
Mathematics.	O
Continuing	O
Education:	O
Quality	O
Function	O
Deployment,	O
Total	O
Quality	O
Management,	O
Innovation	O
Management,	O
Universal	O
Modeling	O
Language,	O
Software	O
Design	O
Patterns,	O
CASE	O
and	O
Design	O
Methodologies,	O
Advanced	O
Windows	Technology
,	O
C++	Technology
,	O
Software	O
Test	O
Methodologies,	O
System	O
Engineering,	O
Cadence	O
Management	O
Seminar,	O
Experience-based	O
Interviewing,	O
ISO	O
9000	O
Internal	O
Auditor	O
training,	O
C++	Technology
Template	O
Metaprogramming,	O
Algorithm	O
Design,	O
Java,	O
Android	O
Development,	O
Video	O
and	O
Audio	O
Processing.	O
Kurt	O
Guntheroth	O
(kurt@guntheroth.com)	O
page	O
1	O
mailto:GuntherothK@acm.org	O
Employment	O
History	O
Developer,	O
2014-2015,	O
iStreamPlanet,	O
Redmond	O
WA	O
Developed	O
video	O
pipeline	O
code	O
in	O
C++	Technology
/Win32.	O
Implemented	O
an	O
MPEG-2	O
Transport	O
Stream	O
RTP	O
sender	O
and	O
RTP	O
receiver	O
with	O
Forward	O
Error	O
Correction	O
based	O
on	O
redundant	O
data	O
per	O
SMTPE	O
2022-1.	O
Developed	O
GPU-accelerated	O
video	O
processing	O
pipeline	O
code	O
using	O
Intel	O
Media	O
Library.	O
Independent	O
Consultant,	O
2009-2014	O
(5	O
years)	O
The	O
Great	O
Recession	O
was	O
hard	O
on	O
senior	O
people	O
who	O
were	O
standing	O
up	O
when	O
the	O
music	O
stopped.	O
I	O
took	O
a	O
number	O
of	O
brief	O
1099	O
and	O
W2	O
positions	O
for	O
several	O
clients.	O
Here	O
are	O
some	O
highlights.	O
	O
C++	Technology
/Win32	O
development	Skills
for	O
Google's	O
Chrome	O
browser	O
under	O
contract	O
to	O
Microsoft.	O
Added	O
experimental	O
CSS	O
styles	O
to	O
Chrome,	O
developed	O
JavaScript/HTML5	O
test	O
cases,	O
worked	O
with	O
Google's	O
ninja	O
build	O
system	O
designed	O
for	O
the	O
very	O
large	O
Chromium	O
code	O
base.	O
	O
C++	Technology
/Win32	O
development	Skills
for	O
Pokki;	O
a	O
program	O
launcher,	O
app	O
store,	O
and	O
advertising	O
network	O
for	O
Windows	Technology
that	O
also	O
provided	O
a	O
Javascript	O
programming	O
environment.	O
Improved	O
Pokki's	O
visual	O
appearance	O
under	O
non-default	O
screen	O
settings.	O
Measured	O
performance	O
and	O
improved	O
execution	O
times	O
by	O
a	O
factor	O
of	O
4x.	O
Worked	O
with	O
Windows	Technology
Assessment	O
Toolkit	O
to	O
ensure	O
compliance	O
with	O
OEM	O
Windows	Technology
certification	O
standards.	O
	O
Designed,	O
implemented,	O
and	O
documented	O
a	O
proprietary	O
wire	O
protocol	O
for	O
a	O
networked	O
LED	O
lighting	O
product	O
on	O
contract	O
to	O
Micron	O
Technologies	O
of	O
Boise;	O
coded	O
a	O
Wireshark	O
sniffer	O
plugin	O
in	O
C	O
for	O
the	O
protocol,	O
developed	O
a	O
lighting	O
network	O
controller	O
in	O
C++	Technology
/Win32/SDK	O
that	O
encapsulated	O
the	O
proprietary	O
protocol	O
over	O
an	O
asynchronous	O
RS232	O
link,	O
and	O
also	O
included	O
a	O
full	O
network	O
and	O
lighting	O
device	O
emulator.	O
	O
Programmed	O
complex	O
core	O
network	O
and	O
database	O
server	O
components	O
in	O
C++	Technology
/Linux	O
for	O
a	O
distributed	O
database	O
with	O
a	O
novel	O
spatial	O
indexing	O
scheme;	O
mentor	Roles
ed	O
teammates	O
in	O
C++	Technology
,	O
optimized	O
naïve	O
C++	Technology
code,	O
improving	O
data	O
ingestion	O
rate	O
60%,	O
developed	O
and	O
documented	O
error	O
handling	O
system.	O
	O
Complex	O
network	O
and	O
server	O
programming	O
in	O
C++	Technology
on	O
Windows	Technology
and	O
Linux	O
for	O
a	O
radio-	O
over-IP	O
product;	O
developed	O
Wireshark	O
dissector	O
plugin	O
in	O
C	O
for	O
two	O
proprietary	O
network	O
protocols,	O
documented	O
the	O
protocols,	O
made	O
point-fixes	O
to	O
undocumented	O
legacy	O
code.	O
Worked	O
with	O
RTP	O
protocol	O
with	O
NAK/Resend-based	O
Forward	O
Error	O
Correction.	O
	O
Wrote	O
content	O
for	O
a	O
wiki	O
on	O
multi-threaded	O
development	Skills
;	O
created	O
sample	O
applications	O
for	O
Intel's	O
Atom	O
Developers	O
Program;	O
developed	O
test	O
fixture	O
control	O
software	O
in	O
C/VxWidgets.	O
During	O
down	O
time,	O
taught	O
myself	O
Java	O
and	O
Android	O
programming,	O
and	O
developed	O
an	O
efficient	O
fixed-point	O
math	O
template	O
for	O
C++	Technology
.	O
Staff	O
Software	O
Engineer,	O
2008-2009	O
(6	O
months),	O
Attachmate	O
Corp.,	O
Seattle	O
WA	O
Developed	O
features	O
for	O
a	O
cross-platform	O
security	O
product	O
based	O
on	O
openSSH	O
and	O
openSSL	O
in	O
C	O
and	O
C++	Technology
on	O
Windows	Technology
plus	O
20	O
UNIX	O
and	O
Linux	O
variants	O
on	O
a	O
variety	O
of	O
hardware.	O
Analyzed	O
security	O
protocols	O
for	O
potential	O
weakness	O
and	O
recommended	O
fixes.	O
Laid	O
off	O
with	O
my	O
whole	O
team	O
when	O
company	O
suffered	O
an	O
unexpected	O
30%	O
revenue	O
shortfall	O
going	O
into	O
the	O
Great	O
Recession.	O
Kurt	O
Guntheroth	O
(kurt@guntheroth.com)	O
page	O
2	O
Staff	O
Software	O
Engineer,	O
1999-2008	O
(9	O
years),	O
Aubeta	O
Networks,	O
Seattle	O
WA	O
Developed	O
server	O
components	O
of	O
a	O
distributed	O
business	O
management	O
system	O
and	O
Computer-	O
Telephony-Integration	O
(CTI)	O
system	O
in	O
C++	Technology
on	O
Windows	Technology
.	O
Took	O
servers	O
from	O
prototype	O
to	O
highly-available	O
production	O
code.	O
Developed	O
a	O
network	O
monitor	O
for	O
Aubeta’s	O
customer	O
WAN.	O
Brought	O
professional	O
